userID,gameName,rating,gameID
151603712,The Elder Scrolls V Skyrim,5.0,100000.0
151603712,Fallout 4,4.919359003491492,100001.0
151603712,Spore,3.897581691216365,100002.0
151603712,Fallout New Vegas,3.777047160421933,100003.0
151603712,Left 4 Dead 2,3.5991866755265502,100004.0
151603712,HuniePop,3.572558567619057,100005.0
151603712,Path of Exile,3.5446466918382,100006.0
151603712,Poly Bridge,3.5000816845222666,100007.0
151603712,Left 4 Dead,3.0246852531705164,100008.0
151603712,Team Fortress 2,2.9295440417896255,100009.0
151603712,Tomb Raider,2.863920011562717,100010.0
151603712,The Banner Saga,2.7347066608853083,100011.0
151603712,Dead Island Epidemic,2.5281707142376506,100012.0
151603712,BioShock Infinite,2.485257803075782,100013.0
151603712,Dragon Age Origins - Ultimate Edition,2.485257803075782,100014.0
151603712,Fallout 3 - Game of the Year Edition,2.2041199826559246,100015.0
151603712,SEGA Genesis & Mega Drive Classics,2.2041199826559246,100016.0
151603712,Grand Theft Auto IV,2.0375350005115247,100017.0
151603712,Realm of the Mad God,1.9319600057813584,100018.0
151603712,Marvel Heroes 2015,1.9319600057813584,100019.0
151603712,Eldevin,1.9319600057813584,100020.0
151603712,Dota 2,1.9319600057813584,100021.0
151603712,BioShock,1.9319600057813584,100022.0
151603712,Robocraft,1.8027466551039497,100023.0
151603712,Garry's Mod,1.0,100024.0
151603712,Jazzpunk,1.0,100025.0
187131847,Dota 2,2.815637114690124,100021.0
59945701,Ultra Street Fighter IV,5.0,100026.0
59945701,FINAL FANTASY XIII,4.899039048082509,100027.0
59945701,The Elder Scrolls V Skyrim,4.684570658083916,100000.0
59945701,Sid Meier's Civilization V,4.123230241096275,100028.0
59945701,L.A. Noire,3.8531721152016485,100029.0
59945701,Company of Heroes Tales of Valor,3.678133562349223,100030.0
59945701,7 Days to Die,3.5227928035873073,100031.0
59945701,Divekick,3.460130720019009,100032.0
59945701,FINAL FANTASY VII,3.2880044581797323,100033.0
59945701,Orcs Must Die! 2,3.2416549831674497,100034.0
59945701,Killing Floor,3.0419718893896732,100035.0
59945701,Company of Heroes,3.0068666377598747,100036.0
59945701,Bastion,2.9295440417896255,100037.0
